PMC5502954,Q38373086,Coccidioidomycosis A Cause of Sarcoidosis.,Q16047894,California,1,Q38373086	P921	Q16047894
PMC5503245,Q38686315,Effects of clinical and environmental factors on bronchoalveolar antibody responses to Pneumocystis jirovecii: A prospective cohort study of HIV+ patients.,Q16047894,California,1,Q38686315	P921	Q16047894
PMC5503254,Q33888229,Molecular features of influenza A (H1N1)pdm09 prevalent in Mexico during winter seasons 2012-2014.,Q16047894,California,1,Q33888229	P921	Q16047894
PMC5507276,Q33897770,Risk factors for delayed antiretroviral therapy initiation among HIV-seropositive patients.,Q16047894,California,1,Q33897770	P921	Q16047894
PMC5503273,Q33888334,"Lesbian, gay, bisexual, and transgender (LGBT) health services in the United States: Origins, evolution, and contemporary landscape.",Q16047894,California,1,Q33888334	P921	Q16047894
PMC5507274,Q33897763,Cultural effects on the association between election outcomes and face-based trait inferences.,Q16047894,California,1,Q33897763	P921	Q16047894
PMC5479036,Q36410709,OrthoReD: a rapid and accurate orthology prediction tool with low computational requirement.,Q16047894,California,1,Q36410709	P921	Q16047894
PMC5479817,Q33822437,Mycobacterial heat shock protein 65 mediated metabolic shift in decidualization of human endometrial stromal cells.,Q16047894,California,1,Q33822437	P921	Q16047894
PMC5480110,Q33823384,Impact of tobacco industry and other corporations in the defeat of the 1994 Clinton health care plan.,Q16047894,California,1,Q33823384	P921	Q16047894
PMC5480812,Q33825086,Brain network eigenmodes provide a robust and compact representation of the structural connectome in health and disease.,Q16047894,California,1,Q33825086	P921	Q16047894
PMC5480872,Q33825259,"The importance of data quality for generating reliable distribution models for rare, elusive, and cryptic species.",Q16047894,California,1,Q33825259	P921	Q16047894
PMC5480893,Q33825330,Bovine leukemia virus linked to breast cancer in Australian women and identified before breast cancer development.,Q16047894,California,1,Q33825330	P921	Q16047894
PMC5481889,Q33827334,Ancient water bottle use and polycyclic aromatic hydrocarbon (PAH) exposure among California Indians: a prehistoric health risk assessment.,Q16047894,California,1,Q33827334	P921	Q16047894
PMC5481906,Q36413527,A cohort study of a general surgery electronic consultation system: safety implications and impact on surgical yield.,Q16047894,California,1,Q36413527	P921	Q16047894
PMC5481966,Q33827633,Buccal mucosa micronuclei counts in relation to exposure to low dose-rate radiation from the Chornobyl nuclear accident and other medical and occupational radiation exposures.,Q16047894,California,1,Q33827633	P921	Q16047894
PMC5482437,Q33828824,Exploring the differences between pet and non-pet owners: Implications for human-animal interaction research and policy.,Q16047894,California,1,Q33828824	P921	Q16047894
PMC5482898,Q33830191,Over Expression of Long Non-Coding RNA PANDA Promotes Hepatocellular Carcinoma by Inhibiting Senescence Associated Inflammatory Factor IL8.,Q16047894,California,1,Q33830191	P921	Q16047894
PMC5484709,Q33835316,Self-diploidization of human haploid parthenogenetic embryos through the Rho pathway regulates endomitosis and failed cytokinesis.,Q16047894,California,1,Q33835316	P921	Q16047894
PMC5484965,Q33835514,Mycosis fungoides presenting as symmetric concentric patches mimicking figurate erythema.,Q16047894,California,1,Q33835514	P921	Q16047894
